Stock_Company0weight,Stock_Company1weight,loss
0.5,0.5,-0.019090916961431503
0.5,0.5,-0.019090916961431503
0.5049998760223389,0.4950002133846283,-0.01915523037314415
0.5099946856498718,0.49000534415245056,-0.019217751920223236
0.5149807333946228,0.4850192964076996,-0.019278448075056076
0.5199540257453918,0.480045884847641,-0.019337281584739685
0.5249106884002686,0.47508934140205383,-0.019394230097532272
0.5298464298248291,0.4701535999774933,-0.0194492619484663
0.5347571969032288,0.46524283289909363,-0.01950235664844513
0.5396386384963989,0.4603613317012787,-0.019553499296307564
0.5444866418838501,0.4555133283138275,-0.019602682441473007
0.5492968559265137,0.45070314407348633,-0.019649896770715714
0.5540649890899658,0.44593504071235657,-0.019695142284035683
0.5587868094444275,0.4412132203578949,-0.019738420844078064
0.5634581446647644,0.436541885137558,-0.0197797492146492
0.5680747628211975,0.4319251775741577,-0.01981913484632969
0.5726327896118164,0.427367240190506,-0.019856605678796768
0.5771281123161316,0.4228719174861908,-0.01989218406379223
0.5815569758415222,0.4184430241584778,-0.01992589607834816
0.5859156847000122,0.4140843152999878,-0.019957778975367546
0.5902007222175598,0.4097992181777954,-0.01998787373304367
0.5944088101387024,0.4055911898612976,-0.020016221329569817
0.5985367298126221,0.4014633297920227,-0.020042868331074715
0.6025815010070801,0.3974185287952423,-0.020067865028977394
0.6065404415130615,0.3934595584869385,-0.02009126916527748
0.6104110479354858,0.38958895206451416,-0.020113123580813408
0.6141910552978516,0.3858089745044708,-0.020133495330810547
0.6178783178329468,0.38212159276008606,-0.020152445882558823
0.6214712858200073,0.3785287141799927,-0.020170031115412712
0.6249682307243347,0.3750317692756653,-0.02018631435930729
0.6283679604530334,0.37163206934928894,-0.02020135708153248
0.6316693425178528,0.36833062767982483,-0.020215222612023354
0.6348717212677002,0.3651283085346222,-0.02022797428071499
0.6379743814468384,0.36202558875083923,-0.02023967355489731
0.640977144241333,0.3590227961540222,-0.020250380039215088
0.6438799500465393,0.35612013936042786,-0.02026015892624855
0.6466827392578125,0.3533172309398651,-0.020269060507416725
0.6493860483169556,0.35061389207839966,-0.020277149975299835
0.6519904136657715,0.34800955653190613,-0.020284481346607208
0.6544965505599976,0.34550344944000244,-0.020291106775403023
0.6569053530693054,0.3430946171283722,-0.020297082141041756
0.6592179536819458,0.3407820165157318,-0.02030244842171669
0.661435604095459,0.33856436610221863,-0.020307261496782303
0.6635597348213196,0.3364402949810028,-0.020311562344431877
0.665591835975647,0.3344082534313202,-0.020315393805503845
0.6675335168838501,0.3324665129184723,-0.02031879499554634
0.6693865656852722,0.3306134045124054,-0.020321808755397797
0.6711529493331909,0.3288470208644867,-0.0203244686126709
0.672834575176239,0.3271654546260834,-0.020326804369688034
0.6744334101676941,0.3255666196346283,-0.02032884955406189
0.6759515404701233,0.3240484595298767,-0.020330632105469704
0.6773911714553833,0.3226087987422943,-0.020332183688879013
0.6787545084953308,0.3212455213069916,-0.02033352479338646
0.6800436973571777,0.31995636224746704,-0.020334677770733833
0.6812610030174255,0.31873899698257446,-0.020335663110017776
0.6824087500572205,0.31759124994277954,-0.02033650316298008
0.683489203453064,0.3165108263492584,-0.020337214693427086
0.6845046281814575,0.3154953718185425,-0.02033781073987484
0.6854573488235474,0.31454262137413025,-0.020338304340839386
0.686349630355835,0.31365033984184265,-0.020338714122772217
0.6871837973594666,0.31281620264053345,-0.020339053124189377
0.6879620552062988,0.31203800439834595,-0.020339323207736015
0.6886866092681885,0.3113133907318115,-0.020339537411928177
0.689359724521637,0.31064027547836304,-0.020339706912636757
0.6899835467338562,0.3100164830684662,-0.020339835435152054
0.6905602216720581,0.3094397783279419,-0.020339930430054665
0.6910919547080994,0.3089081048965454,-0.020340003073215485
0.6915806531906128,0.30841928720474243,-0.020340047776699066
0.6920285224914551,0.3079714775085449,-0.020340077579021454
0.6924374103546143,0.30756253004074097,-0.020340092480182648
0.6928094029426575,0.30719059705734253,-0.020340098068118095
0.693146288394928,0.3068537414073944,-0.020340092480182648
0.6934499740600586,0.3065500557422638,-0.020340081304311752
0.6937221884727478,0.3062777817249298,-0.02034006640315056
0.6939648389816284,0.30603522062301636,-0.020340049639344215
0.6941794753074646,0.3058205544948578,-0.020340031012892723
0.6943678259849548,0.30563217401504517,-0.02034001052379608
0.6945315003395081,0.30546849966049194,-0.02033999189734459
0.6946721076965332,0.3053279519081116,-0.020339976996183395
0.6947910189628601,0.3052090108394623,-0.020339960232377052
0.6948897838592529,0.30511024594306946,-0.020339949056506157
0.6949697732925415,0.3050302565097809,-0.020339936017990112
0.6950323581695557,0.3049677014350891,-0.020339926704764366
0.6950787305831909,0.3049212694168091,-0.02033991925418377
0.6951103210449219,0.3048897385597229,-0.02033991366624832
0.6951281428337097,0.30487188696861267,-0.020339911803603172
0.69513338804245,0.3048665523529053,-0.020339909940958023
0.6951272487640381,0.3048727214336395,-0.020339909940958023
0.6951107382774353,0.3048893213272095,-0.02033991366624832
0.6950847506523132,0.30491527915000916,-0.02033991925418377
0.6950502991676331,0.30494970083236694,-0.020339922979474068
